"BBL","Address","Initial Benefit Year","Exemption Years","Tax Year","Total # of MCIs","# of MCIs Granted in Full or Partial","# of MCIs Granted in Full","# of MCIs Denied"
3007450035,"262 45TH ST",1992,34,2000,1,1,1,0
3007450037,"266 45TH ST",1992,34,2000,1,1,1,0
3007450039,"268 45TH ST",1992,34,2000,1,1,1,0
3007450041,"272 45TH ST",1992,34,2000,1,1,1,0
3007470048,"465 46TH ST",1997,14,2000,7,7,3,0
3007600036,"4600 9TH AVE",1995,14,2000,1,1,0,0
3007840041,"4910 6TH AVE",1984,14,2000,1,1,0,0
3007900012,"314 50TH ST",1992,14,2000,1,1,0,0
3007910005,"5013 4TH AVE",1987,34,2000,1,1,1,0
3008210016,"230 54TH ST",1987,34,2000,2,2,2,0
3008290061,"233 56TH ST",1992,34,2000,3,3,2,0
3009160048,"857 40TH ST",1993,34,2000,1,1,1,0
3009230037,"4114 9TH AVE",1990,14,2000,6,5,5,0
3009230056,"849 42ND ST",1996,14,2000,1,1,1,0
3009280013,"568 TO 570 PACIFIC ST",1999,14,2000,2,2,1,0
3009370012,"640 WARREN ST",2000,14,2000,1,1,1,0
3009520012,"682 SACKETT ST",1995,14,2000,1,1,1,0
3009710078,"439 2ND ST",1998,14,2000,2,2,2,0
3009760066,"441 3RD ST",1996,14,2000,1,1,1,0
3009990017,"350 7TH ST",1989,14,2000,1,1,1,0
3009990038,"400 6TH AVE",1991,14,2000,1,1,0,0
3010220043,"318 11TH ST",1995,14,2000,4,4,3,0
3010280024,"252 12TH ST",1990,14,2000,1,1,0,0
3010280054,"249 13TH ST",1990,14,2000,1,1,1,0
3010280056,"243 13TH ST",1990,14,2000,1,1,1,0
3010420018,"280 14TH ST",1990,14,2000,1,1,0,0
3010430018,"336 14TH ST",1990,14,2000,2,2,1,0
3010470056,"177 16TH ST",1991,14,2000,3,3,0,0
3010590061,"209 LINCOLN PL",1991,14,2000,2,1,0,1
3010630026,"220 BERKELEY PL",1996,14,2000,1,1,1,0
3010780016,"530 TO 534 2ND ST",1990,14,2000,2,1,0,0
3010810067,"547 4TH ST",1989,14,2000,1,1,0,0
3010890001,"719 8TH AVE",1990,14,2000,3,3,2,0
3010960008,"496 11TH ST",1988,14,2000,1,1,1,0
3011070027,"65 TO 70 PROSPECT PARK SW",1993,14,2000,1,1,1,0
3011080001,"477 7TH AVE",1992,14,2000,1,1,0,0
3011580023,"186 PROSPECT PL",1991,14,2000,2,1,1,0
3011580037,"214 PROSPECT PL",1985,14,2000,1,1,1,0
3011580061,"225 PARK PL",1990,14,2000,2,2,1,0
3011640042,"230 PARK PL",1992,14,2000,2,2,2,0
3011700001,"50 PLAZA ST E",1991,14,2000,3,2,0,1
3011710019,"60 PLAZA ST E",1993,14,2000,1,1,0,0
3011730007,"195 UNDERHILL AVE",1989,14,2000,1,1,0,0
3011740046,"501 SAINT JOHNS PL",1993,34,2000,2,2,1,0
3011760024,"384 SAINT JOHNS PL",1995,14,2000,1,1,1,0
3011760074,"311 LINCOLN PL",1998,14,2000,3,2,0,1
3011790076,"85 EASTERN PKWY",1996,14,2000,2,1,1,1
3011810028,"520 LINCOLN PL",1993,14,2000,1,1,1,0
3011850027,"286 EASTERN PKWY",1994,14,2000,1,1,0,0
3011850039,"320 EASTERN PKWY",1993,14,2000,2,2,2,0
3011890001,"901 WASHINGTON AVE",1985,34,2000,1,1,0,0
3011920014,"961 WASHINGTON AVE",1998,14,2000,1,1,1,0
3011920018,"941 WASHINGTON AVE",1992,14,2000,3,2,0,1
3011920077,"1015 WASHINGTON AVE",1992,14,2000,2,2,0,0
3011920085,"1035 WASHINGTON AVE",1999,14,2000,2,2,1,0
3012010004,"1306 ATLANTIC AVE",1993,34,2000,1,1,1,0
3012050022,"1154 PACIFIC ST",1994,14,2000,1,1,0,0
3012130046,"110 NEW YORK AVE",2000,14,2000,2,1,0,0
3012150008,"97 BROOKLYN AVE",1990,14,2000,1,1,1,0
3012180005,"32 ROGERS AVE",2000,14,2000,1,1,1,0
3012200024,"1120 BERGEN ST",1999,14,2000,1,1,0,0
3012210018,"777 SAINT MARKS AVE",1993,14,2000,1,1,1,0
3012260055,"761 TO 767 PROSPECT PL",1988,34,2000,1,1,0,0
3012270044,"170 NEW YORK AVE",1989,14,2000,1,1,1,0
3012350001,"919 PARK PL",1992,14,2000,1,1,1,0
3012430013,"1014 PARK PL",1989,14,2000,1,1,1,0
3012430021,"1040 PARK PL",1989,14,2000,2,2,1,0
3012490007,"960 STERLING PL",1992,14,2000,4,3,2,1
3012500053,"1045 SAINT JOHNS PL",1993,14,2000,1,1,1,0
3012520071,"682 SAINT JOHNS PL",1990,14,2000,1,1,1,0
3012590047,"371 EASTERN PKWY",1998,14,2000,2,2,2,0
3012660012,"348 EASTERN PKWY",1990,14,2000,2,2,1,0
3012680023,"506 EASTERN PKWY",1992,14,2000,1,1,1,0
3012710005,"706 EASTERN PKWY",1995,14,2000,1,1,1,0
3012730016,"1038 UNION ST",1993,14,2000,1,1,1,0
3012800008,"1010 PRESIDENT ST",1994,14,2000,1,1,1,0
3012810001,"1023 CARROLL ST",1997,34,2000,1,1,0,0
3012810017,"1082 PRESIDENT ST",1999,14,2000,1,1,1,0
3012900073,"291 CROWN ST",2000,14,2000,2,2,1,0
3012950010,"150 CROWN ST",1984,34,2000,3,2,2,1
3012960039,"272 TO 280 CROWN ST",2000,14,2000,1,1,1,0
3013040018,"236 MONTGOMERY ST",1998,14,2000,1,1,0,0
3013040129,"332 ROGERS AVE",1992,14,2000,1,1,1,0
3013080036,"300 SULLIVAN PL",1991,14,2000,2,2,0,0
3013080052,"289 EMPIRE BLVD",1983,34,2000,2,2,2,0
3013090056,"436 TO 446 NEW YORK AVE",1994,14,2000,1,1,1,0
3013140001,"1767 BEDFORD AVE",1996,14,2000,1,1,1,0
3013150010,"270 EMPIRE BLVD",1991,14,2000,2,1,1,1
3013150018,"290 EMPIRE BLVD",1992,14,2000,2,1,1,1
3013150027,"320 EMPIRE BLVD",1990,14,2000,1,1,1,0
3013180001,"25 LEFFERTS AVE",1993,14,2000,1,1,1,0
3013210001,"317 LEFFERTS AVE",1984,34,2000,3,2,0,0
3013210006,"308 STERLING ST",1981,34,2000,3,2,2,1
3013210021,"350 STERLING ST",1992,14,2000,2,1,0,0
3013220032,"486 BROOKLYN AVE",1991,14,2000,2,1,0,1
3013260045,"621 LEFFERTS AVE",1990,14,2000,2,2,2,0
3013270026,"115 LINCOLN RD",1992,14,2000,1,1,1,0
3013270031,"131 LINCOLN RD",1993,14,2000,2,1,1,1
3013270034,"100 LEFFERTS AVE",1985,14,2000,4,1,1,2
3013320030,"532 LEFFERTS AVE",1993,14,2000,1,1,0,0
3013610076,"1417 PROSPECT PL",1989,14,2000,1,1,0,0
3013740054,"1579 STERLING PL",1995,14,2000,1,1,1,0
3013740058,"1571 STERLING PL",1996,14,2000,3,2,2,0
3013780069,"1389 SAINT JOHNS PL",1990,14,2000,1,1,0,0
3013870001,"273 BUFFALO AVE",1993,34,2000,1,1,1,0
3013880053,"919 TO 929 EASTERN PKWY",1996,14,2000,2,1,1,0
3013930001,"1291 EASTERN PKWY",1997,34,2000,1,1,1,0
3013930066,"1325 EASTERN PKWY",1997,34,2000,1,1,0,0
3013930072,"1315 EASTERN PKWY",2000,34,2000,2,2,2,0
3013950059,"1655 UNION ST",1998,14,2000,1,1,0,0
3013950068,"1635 UNION ST",1990,14,2000,2,1,1,0
3014010017,"1602 UNION ST",1997,14,2000,1,1,1,0
3014010021,"1608 UNION ST",1997,14,2000,1,1,1,0
3014030007,"1722 UNION ST",1998,14,2000,1,1,0,0
3014030040,"1776 UNION ST",1997,14,2000,2,2,1,0
3014060050,"1497 CARROLL ST",1994,14,2000,2,2,2,0
3014070041,"1616 PRESIDENT ST",2000,14,2000,1,1,1,0
3014080001,"1587 CARROLL ST",1992,14,2000,1,1,1,0
3014090006,"1690 PRESIDENT ST",1990,14,2000,1,1,1,0
3014120017,"1496 TO 1500 CARROLL ST",1991,14,2000,1,1,1,0
3014180049,"899 MONTGOMERY ST",1992,34,2000,1,1,1,0
3014190062,"947 MONTGOMERY ST",2000,14,2000,1,1,1,0
3014200024,"836 CROWN ST",1998,14,2000,1,1,0,0
3014230024,"888 MONTGOMERY ST",1994,34,2000,2,1,0,0
3014240057,"877 TO 889 EMPIRE BLVD",1997,14,2000,1,1,0,0
3014240063,"853 EMPIRE BLVD",1987,14,2000,1,1,1,0
3014260040,"740 EMPIRE BLVD",1999,14,2000,1,1,1,0
3014290032,"456 SCHENECTADY AVE",1990,14,2000,1,1,0,0
3014300001,"455 SCHENECTADY AVE",1995,14,2000,1,1,0,0
3014910029,"924 HANCOCK ST",1993,14,2000,1,1,0,0
3017000062,"575 HERKIMER ST",2000,14,2000,2,1,1,0
3018300042,"550 THROOP AVE",1985,14,2000,1,1,0,0
3018500028,"944 MARCY AVE",1993,14,2000,1,1,0,0
3018550062,"39 DECATUR ST",1992,14,2000,2,1,0,1
3019150063,"286 CLINTON AVE",1990,14,2000,1,1,1,0
3019170045,"266 WASHINGTON AVE",1990,14,2000,2,1,0,1
3019180006,"295 WASHINGTON AVE",1992,14,2000,2,2,1,0
3019180013,"277 WASHINGTON AVE",1991,14,2000,1,1,0,0
3019250021,"211 TAAFFE PL",1992,14,2000,3,2,1,0
3019420037,"1020 BEDFORD AVE",1993,34,2000,1,1,1,0
3019430006,"360 CLINTON AVE",1991,14,2000,4,2,0,2
3019600070,"464 CLINTON AVE",1999,14,2000,1,1,0,0
3019610006,"451 CLINTON AVE",1993,14,2000,2,2,1,0
3019840011,"51 IRVING PL",1993,14,2000,2,1,1,1
3019940037,"30 CLAVER PL",1993,34,2000,1,1,0,0
3020110007,"537 CLINTON AVE",1990,14,2000,2,2,1,0
3020130041,"260 SAINT JAMES PL",1989,14,2000,2,2,0,0
3020130141,"262 SAINT JAMES PL",1988,14,2000,2,2,0,0
3020290040,"40 CUMBERLAND ST",1998,14,2000,2,1,1,1
3020440064,"104 ADELPHI ST",1990,34,2000,1,1,1,0
3020730028,"352 MYRTLE AVE",1992,14,2000,1,1,0,0
3020730033,"156 TO 158 ADELPHI ST",1991,14,2000,2,1,0,1
3020980071,"54 S ELLIOTT PL",1990,14,2000,3,2,1,1
3020990016,"45 S ELLIOTT PL",1996,14,2000,2,2,2,0
3021000076,"99 LAFAYETTE AVE",1990,14,2000,5,4,2,1
3021010062,"260 CUMBERLAND ST",1993,14,2000,1,1,0,0
3021040008,"299 TO 305 ADELPHI ST",1990,14,2000,1,1,0,0
3021080021,"25 LAFAYETTE AVE",1983,14,2000,2,2,0,0
3021190010,"301 CUMBERLAND ST",1991,14,2000,1,1,0,0
3021390032,"193 TO 195 S 9TH ST",1993,14,2000,1,1,0,0
3021820045,"155 ROSS ST",1990,14,2000,2,1,0,1
3023840003,"103 HAVEMEYER ST",1990,14,2000,1,1,0,0
3024110017,"145 BORINQUEN PL",1991,14,2000,1,1,0,0
3024190006,"749 DRIGGS AVE",1992,14,2000,2,2,1,0
3024320019,"244 ROEBLING ST",1991,14,2000,1,1,1,0
3024640034,"403 BROADWAY",1992,14,2000,1,1,0,0
3025500005,"170 FRANKLIN ST",1983,14,2000,1,1,1,0
3025690035,"1125 LORIMER ST",1991,14,2000,1,1,0,0
3025750011,"319 ECKFORD ST",1998,14,2000,1,1,1,0
3026180010,"1031 LORIMER ST",1997,14,2000,1,1,1,0
3027630001,"85 TO 93 DEVOE ST",1999,14,2000,1,1,1,0
3030450013,"210 TO 212 SCHOLES ST",1989,14,2000,1,1,0,0
3031140001,"40 TO 45 COOK ST",1995,14,2000,2,2,0,0
3032110003,"77 WYCKOFF AVE",1990,34,2000,1,1,1,0
3032110010,"61 TO 63 WYCKOFF AVE",1990,34,2000,1,1,1,0
3032110012,"1330 WILLOUGHBY AVE",1990,34,2000,1,1,1,0
3032110013,"1332 TO 1336 WILLOUGHBY AVE",1990,34,2000,1,1,1,0
3032110015,"1338 TO 1342 WILLOUGHBY AVE",1990,34,2000,1,1,1,0
3032220009,"83 TO 85 WYCKOFF AVE",1990,34,2000,1,1,1,0
3032230003,"432 SUYDAM ST",2000,14,2000,1,1,0,0
3032700020,"306 STANHOPE ST",1992,14,2000,2,2,2,0
3035110060,"630 HOWARD AVE",1994,14,2000,1,1,1,0
3035120019,"623 HOWARD AVE",1985,34,2000,1,1,0,0
3040400036,"280 MILFORD ST",1990,34,2000,2,2,0,0
3041090065,"371 TO 391 ETNA ST",1994,14,2000,1,1,0,0
3041660016,"38 TO 40 HILL ST",1989,14,2000,1,1,1,0
3041930017,"2 DOSCHER ST",1990,34,2000,2,2,1,0
3046280036,"1035 CLARKSON AVE",1990,14,2000,3,2,2,1
3046320006,"166 ROCKAWAY PKWY",1999,14,2000,1,1,1,0
3046330001,"165 ROCKAWAY PKWY",1990,14,2000,1,1,0,0
3046330065,"181 ROCKAWAY PKWY",1990,14,2000,1,1,1,0
3046470034,"333 E 92ND ST",1999,14,2000,2,2,2,0
3046480033,"9325 TO 9327 KINGS HWY",1995,14,2000,1,1,0,0
3046510036,"322 ROCKAWAY PKWY",1998,14,2000,1,1,1,0
3046520008,"9720 KINGS HWY",1984,14,2000,1,1,1,0
3046680069,"9302 KINGS HWY",1990,14,2000,1,1,1,0
3046740021,"374 E 49TH ST",1991,14,2000,1,1,0,0
3046880001,"9111 CHURCH AVE",1989,14,2000,1,1,1,0
3047050022,"5735 TO 5737 KINGS HWY",1998,14,2000,1,1,1,0
3047460011,"105 TO 117 E 86TH ST",1990,14,2000,1,1,1,0
3048110201,"651 BROOKLYN AVE",1997,14,2000,1,1,1,0
3048200001,"665 NEW YORK AVE",2000,14,2000,5,3,2,1
3048200017,"652 TO 668 BROOKLYN AVE",1997,14,2000,1,1,1,0
3048600027,"497 LINDEN BLVD",2000,14,2000,1,1,1,0
3048680034,"298 TO 302 LINDEN BLVD",2000,14,2000,2,2,1,0
3048810034,"4411 CHURCH AVE",2000,14,2000,5,3,2,1
3048840052,"1495 TO 1497 NOSTRAND AVE",1991,14,2000,1,1,1,0
3048850054,"31 E 31ST ST",1995,14,2000,4,2,0,1
3049060001,"3500 SNYDER AVE",2000,14,2000,2,2,1,0
3049060065,"285 E 35TH ST",1989,14,2000,1,1,0,0
3049180025,"450 E 34TH ST",1990,14,2000,1,1,0,0
3049660009,"1304 NEW YORK AVE",1991,14,2000,1,1,1,0
3050240014,"65 OCEAN AVE",1991,14,2000,6,3,0,3
3050260034,"119 TO 125 OCEAN AVE",1991,14,2000,1,1,0,0
3050260100,"580 FLATBUSH AVE",1998,14,2000,1,1,1,0
3050260132,"590 FLATBUSH AVE",1998,14,2000,1,1,1,0
3050260158,"614 FLATBUSH AVE",1992,34,2000,1,1,1,0
3050260235,"2101 WESTBURY CT",1993,14,2000,1,1,1,0
3050260241,"2121 WESTBURY CT",1984,34,2000,3,2,0,0
3050260264,"225 PARKSIDE AVE",1999,14,2000,1,1,1,0
3050260350,"231 OCEAN AVE",1985,34,2000,1,1,1,0
3050420031,"108 TO 114 FENIMORE ST",1992,14,2000,2,2,1,0
3050420039,"130 FENIMORE ST",1992,14,2000,2,2,2,0
3050420089,"45 HAWTHORNE ST",1994,14,2000,2,2,2,0
3050430001,"125 HAWTHORNE ST",1991,14,2000,2,2,1,0
3050430086,"135 HAWTHORNE ST",1990,14,2000,1,1,0,0
3050450038,"78 HAWTHORNE ST",1990,14,2000,1,1,1,0
3050450078,"55 WINTHROP ST",1998,14,2000,1,1,0,0
3050480034,"80 WINTHROP ST",1992,14,2000,3,3,0,0
3050480083,"271 PARKSIDE AVE",1995,14,2000,1,1,1,0
3050530051,"101 WOODRUFF AVE",2000,14,2000,2,2,2,0
3050560083,"135 CLARKSON AVE",1990,14,2000,1,1,1,0
3050580031,"32 SAINT PAULS PL",1995,14,2000,1,1,1,0
3050590016,"80 WOODRUFF AVE",1991,14,2000,2,1,0,1
3050600032,"60 TO 66 SAINT PAULS PL",1983,34,2000,2,2,1,0
3050610010,"57 SAINT PAULS PL",1993,14,2000,2,2,2,0
3050620011,"407 OCEAN AVE",1996,14,2000,1,1,1,0
3050620051,"50 E 21ST ST",1992,14,2000,1,1,0,0
3050640029,"40 CLARKSON AVE",1991,14,2000,1,1,1,0
3050650021,"130 CLARKSON AVE",1992,14,2000,1,1,1,0
3050650100,"125 LENOX RD",1991,14,2000,1,1,0,0
3050660086,"223 LENOX RD",1985,34,2000,2,2,1,0
3050710006,"10 STRATFORD RD",1993,14,2000,1,1,0,0
3050730027,"52 ARGYLE RD",1981,34,2000,2,1,0,0
3050800013,"446 OCEAN AVE",1989,14,2000,2,2,1,0
3050800039,"1 SAINT PAULS CT",1990,14,2000,2,2,0,0
3050800060,"500 OCEAN AVE",1990,14,2000,1,1,1,0
3050800068,"510 OCEAN AVE",1990,14,2000,1,1,1,0
3050810001,"441 OCEAN AVE",1980,34,2000,1,1,0,0
3050810015,"100 E 21ST ST",1989,14,2000,2,2,2,0
3050810048,"505 OCEAN AVE",1998,14,2000,1,1,0,0
3050810064,"465 OCEAN AVE",1993,14,2000,1,1,0,0
3050830037,"70 LENOX RD",1990,14,2000,3,3,2,0
3050830090,"35 LINDEN BLVD",1994,14,2000,2,2,1,0
3050840080,"143 LINDEN BLVD",1989,14,2000,1,1,1,0
3050850027,"222 LENOX RD",1992,14,2000,1,1,0,0
3050850041,"260 LENOX RD",1997,14,2000,1,1,1,0
3050850072,"227 LINDEN BLVD",1992,14,2000,1,1,1,0
3050860037,"58 LINDEN BLVD",1990,14,2000,1,1,0,0
3050880027,"218 LINDEN BLVD",1998,14,2000,1,1,1,0
3050880055,"259 MARTENSE ST",1992,14,2000,1,1,0,0
3050880057,"255 MARTENSE ST",1993,14,2000,1,1,1,0
3050900023,"130 MARTENSE ST",1990,14,2000,1,1,1,0
3050970060,"105 BUCKINGHAM RD",1994,14,2000,1,1,0,0
3050970104,"130 E 18TH ST",1990,14,2000,1,1,1,0
3050990025,"1 TENNIS CT",1992,14,2000,2,2,2,0
3050990040,"50 E 19TH ST",1997,14,2000,1,1,1,0
3050990116,"536 TO 540 OCEAN AVE",1996,14,2000,3,3,1,0
3051000051,"49 E 19TH ST",1990,14,2000,1,1,1,0
3051000074,"626 TO 630 OCEAN AVE",1992,14,2000,2,2,2,0
3051000091,"65 E 19TH ST",1995,14,2000,1,1,1,0
3051010067,"601 OCEAN AVE",1992,14,2000,1,1,1,0
3051080039,"180 ERASMUS ST",1989,14,2000,1,1,1,0
3051120029,"39 TURNER PL",1990,14,2000,2,2,1,0
3051130001,"60 TURNER PL",1995,14,2000,1,1,0,0
3051200021,"200 E 17TH ST",1998,14,2000,1,1,1,0
3051210034,"1713 BEVERLEY RD",1999,14,2000,2,1,0,1
3051220018,"146 E 19TH ST",1990,14,2000,1,1,1,0
3051220037,"1815 BEVERLEY RD",1990,14,2000,1,1,0,0
3051220056,"221 E 18TH ST",1991,14,2000,1,1,0,0
3051220066,"189 E 18TH ST",1998,14,2000,2,2,1,0
3051230051,"151 TO 183 E 19TH ST",1990,14,2000,1,1,1,0
3051240035,"659 OCEAN AVE",1993,14,2000,3,2,1,1
3051240040,"709 TO 711 OCEAN AVE",1983,34,2000,2,2,0,0
3051250082,"359 E 21ST ST",1993,34,2000,1,1,0,0
3051490001,"287 E 18TH ST",1995,14,2000,1,1,1,0
3051500001,"1902 BEVERLEY RD",1992,14,2000,3,2,2,0
3051500006,"734 OCEAN AVE",1992,14,2000,1,1,1,0
3051500013,"750 OCEAN AVE",1993,14,2000,1,1,1,0
3051520025,"409 E 21ST ST",1991,14,2000,2,2,1,0
3051540024,"410 WESTMINSTER RD",1998,14,2000,2,1,1,1
3051540047,"415 STRATFORD RD",1991,14,2000,2,2,1,0
3051560021,"400 RUGBY RD",1990,14,2000,1,1,0,0
3051570021,"410 MARLBOROUGH RD",1991,14,2000,1,1,0,0
3051600048,"415 E 17TH ST",1990,14,2000,2,2,0,0
3051610001,"1810 CORTELYOU RD",1990,14,2000,1,1,1,0
3051610033,"1801 DORCHESTER RD",1993,14,2000,1,1,1,0
3051620022,"822 OCEAN AVE",1993,14,2000,1,1,0,0
3051620026,"832 OCEAN AVE",1997,14,2000,1,1,1,0
3051620038,"1911 DORCHESTER RD",1992,14,2000,1,1,1,0
3051620046,"1901 DORCHESTER RD",1990,14,2000,2,1,1,1
3051620052,"349 E 19TH ST",1990,14,2000,1,1,1,0
3051620056,"341 E 19TH ST",1997,14,2000,1,1,0,0
3051620068,"309 E 19TH ST",1998,14,2000,1,1,0,0
3051630033,"2015 DORCHESTER RD",1993,14,2000,2,2,0,0
3051630041,"855 OCEAN AVE",1997,34,2000,1,1,0,0
3051670049,"2307 CLARENDON RD",1993,14,2000,1,1,1,0
3051700010,"2610 TO 2624 BEVERLEY RD",1993,14,2000,3,1,1,1
3051720023,"250 E 29TH ST",1992,14,2000,1,1,0,0
3051730045,"251 E 29TH ST",1992,14,2000,1,1,0,0
3051730058,"2902 CORTELYOU RD",1995,14,2000,1,1,1,0
3051740008,"470 STRATFORD RD",1989,14,2000,1,1,1,0
3051840006,"520 E 21ST ST",1993,14,2000,1,1,0,0
3051840025,"538 E 21ST ST",1999,14,2000,2,1,1,1
3051970040,"570 WESTMINSTER RD",1991,14,2000,1,1,0,0
3052020029,"585 E 16TH ST",1993,14,2000,2,2,0,0
3052060025,"618 E 21ST ST",1995,14,2000,4,4,2,0
3052060031,"636 E 21ST ST",1998,14,2000,1,1,1,0
3052110017,"2415 NEWKIRK AVE",1992,14,2000,1,1,0,0
3052110026,"2401 NEWKIRK AVE",1996,14,2000,2,2,2,0
3052120001,"2502 AVENUE D",1990,14,2000,1,1,1,0
3052170018,"616 E 18TH ST",1996,14,2000,1,1,0,0
3052180001,"1802 TO 1826 NEWKIRK AVE",1992,14,2000,2,2,0,0
3052200058,"2015 FOSTER AVE",1984,34,2000,1,1,0,0
3052210043,"2108 TO 2110 NEWKIRK AVE",1990,14,2000,1,1,1,0
3052220082,"490 E 23RD ST",1995,14,2000,1,1,0,0
3052230071,"463 E 23RD ST",1991,14,2000,3,3,3,0
3052250066,"570 E 26TH ST",1991,14,2000,1,1,1,0
3052300001,"584 E 29TH ST",1989,14,2000,2,1,1,0
3052330025,"646 ARGYLE RD",1991,14,2000,1,1,0,0
3052330044,"615 WESTMINSTER RD",1995,14,2000,1,1,1,0
3052400017,"1170 OCEAN AVE",1990,14,2000,1,1,1,0
3052410023,"1155 OCEAN AVE",1992,14,2000,1,1,0,0
3052460006,"2835 BEDFORD AVE",1991,14,2000,1,1,1,0
3052470001,"2601 GLENWOOD RD",1993,14,2000,1,1,1,0
3052800047,"112 TO 140 E 2ND ST",1990,14,2000,1,1,0,0
3052850001,"50 OCEAN PKWY",1990,14,2000,1,1,1,0
3053070045,"70 DAHILL RD",1989,14,2000,1,1,0,0
3053170011,"170 E 4TH ST",1990,14,2000,5,4,4,0
3053200009,"31 OCEAN PKWY",1998,14,2000,5,4,2,1
3053210001,"101 OCEAN PKWY",1990,14,2000,1,1,0,0
3053240001,"110 CATON AVE",1989,14,2000,2,2,0,0
3053270041,"415 ALBEMARLE RD",1991,14,2000,1,1,0,0
3053300024,"217 E 7TH ST",1991,14,2000,3,2,0,0
3053380070,"230 OCEAN PKWY",1991,14,2000,3,2,0,1
3053400022,"222 E 8TH ST",1990,14,2000,2,2,1,0
3053400048,"707 BEVERLEY RD",1993,14,2000,2,2,1,0
3053500018,"1406 35TH ST",1991,14,2000,1,1,1,0
3053510008,"58 CHURCH AVE",1999,14,2000,1,1,0,0
3053570017,"280 OCEAN PKWY",1992,14,2000,1,1,0,0
3053580086,"269 OCEAN PKWY",1993,14,2000,1,1,1,0
3053630045,"1571 42ND ST",1992,14,2000,1,1,1,0
3053760076,"465 E 7TH ST",1990,14,2000,2,2,0,0
3053890019,"438 OCEAN PKWY",1989,14,2000,1,1,1,0
3053890024,"450 OCEAN PKWY",1990,14,2000,1,1,0,0
3053890067,"623 E 5TH ST",1995,14,2000,1,1,1,0
3053900080,"441 OCEAN PKWY",1990,14,2000,1,1,1,0
3053910061,"599 E 7TH ST",1991,14,2000,2,2,2,0
3053960048,"209 AVENUE F",1997,14,2000,1,1,1,0
3053990021,"540 OCEAN PKWY",1989,14,2000,2,1,1,1
3054070078,"611 DAHILL RD",1991,14,2000,1,1,0,0
3054110023,"420 AVENUE F",1990,14,2000,1,1,1,0
3054120014,"602 TO 618 OCEAN PKWY",1991,14,2000,2,2,1,0
3054180049,"345 WEBSTER AVE",1990,14,2000,2,1,1,1
3054260045,"225 FOSTER AVE",1986,14,2000,1,1,1,0
3054910001,"5609 15TH AVE",1990,14,2000,2,2,2,0
3054910037,"1574 56TH ST",1992,14,2000,2,2,2,0
3055360042,"6220 BAY PKWY",1997,14,2000,1,1,1,0
3055770001,"1801 BAY RIDGE AVE",1991,14,2000,1,1,1,0
3055780048,"1965 BAY RIDGE AVE",1990,14,2000,1,1,1,0
3055900060,"945 42ND ST",1993,14,2000,1,1,1,0
3055950043,"969 TO 983 43RD ST",1992,14,2000,1,1,1,0
3055970073,"1129 43RD ST",1992,14,2000,1,1,1,0
3056140014,"1020 45TH ST",1995,14,2000,2,2,2,0
3056150048,"4520 12TH AVE",1991,14,2000,1,1,0,0
3056170063,"1327 46TH ST",1994,14,2000,1,1,0,0
3056190039,"974 46TH ST",1984,14,2000,1,1,0,0
3056280001,"4711 12TH AVE",1991,14,2000,2,2,1,0
3056370001,"4923 8TH AVE",1997,14,2000,2,2,0,0
3056440025,"846 50TH ST",1991,14,2000,1,1,0,0
3056490059,"1333 51ST ST",1994,14,2000,1,1,0,0
3056500068,"1425 51ST ST",1994,14,2000,4,4,3,0
3056550066,"1261 52ND ST",1992,14,2000,1,1,1,0
3056560034,"1370 51ST ST",1996,14,2000,1,1,1,0
3056710034,"5302 15TH AVE",1990,14,2000,1,1,0,0
3056770025,"1350 54TH ST",1990,14,2000,1,1,0,0
3056850041,"5520 15TH AVE",1990,14,2000,1,1,0,0
3056920004,"5601 14TH AVE",1990,14,2000,1,1,1,0
3056940032,"5718 FORT HAMILTON PKWY",1990,14,2000,1,1,1,0
3057010055,"935 TO 937 59TH ST",1995,14,2000,1,1,1,0
3057680057,"1363 OVINGTON AVE",1989,14,2000,1,1,0,0
3057820056,"437 61ST ST",1983,34,2000,1,1,0,0
3058480006,"6701 COLONIAL RD",1999,14,2000,1,1,1,0
3058550016,"424 SENATOR ST",1991,14,2000,1,1,1,0
3058550018,"430 SENATOR ST",1991,14,2000,1,1,1,0
3058720071,"333 OVINGTON AVE",1997,14,2000,2,2,1,0
3058740084,"515 OVINGTON AVE",1993,14,2000,2,2,0,0
3058770020,"834 BAY RIDGE AVE",1991,14,2000,1,1,0,0
3058890003,"7101 COLONIAL RD",1989,14,2000,1,1,1,0
3058890037,"7100 RIDGE BLVD",1992,14,2000,1,1,0,0
3059040001,"1 74TH ST",1990,14,2000,4,4,2,0
3059060001,"130 TO 152 72ND ST",1989,14,2000,2,1,0,0
3059190001,"7311 4TH AVE",1993,14,2000,2,2,2,0
3059190006,"7301 4TH AVE",1990,14,2000,2,2,2,0
3059270031,"7410 RIDGE BLVD",1990,14,2000,4,3,3,1
3059270043,"7420 RIDGE BLVD",1990,14,2000,6,4,4,1
3059280028,"252 TO 272 74TH ST",1992,14,2000,4,3,2,0
3059410001,"401 76TH ST",1993,14,2000,1,1,1,0
3059590062,"243 78TH ST",1991,14,2000,2,1,0,1
3059620039,"574 77TH ST",1992,14,2000,2,1,1,1
3059780050,"269 80TH ST",1990,14,2000,1,1,0,0
3059810053,"571 80TH ST",1993,14,2000,1,1,0,0
3059830001,"901 80TH ST",1990,14,2000,2,2,1,0
