"BBL","Address","Initial Benefit Year","Exemption Years","Tax Year","Total # of MCIs","# of MCIs Granted in Full or Partial","# of MCIs Granted in Full","# of MCIs Denied"
2032560064,"2834 HEATH AVE",2002,14,2002,3,3,1,0
2032630058,"130 VAN CORTLANDT AVE W",2002,14,2002,1,1,0,0
2033430180,"282 E GUN HILL RD",2002,14,2002,1,1,1,0
2039300013,"1910 BENEDICT AVE",2002,14,2002,4,3,3,0
2042210001,"2100 EASTCHESTER RD",2002,14,2002,3,3,2,0
2044290006,"2504 OLINVILLE AVE",2002,34,2002,3,2,2,0
2054190127,"1075 EDISON AVE",2002,14,2002,2,2,2,0
2057230094,"510 TO 512 KAPPOCK ST",2002,14,2002,1,1,0,0
1003990039,"197 E 3RD ST",2003,14,2003,2,2,1,0
1004340051,"411 E 6TH ST",2003,14,2003,3,2,1,1
1004340053,"409 E 6TH ST",2003,14,2003,3,3,2,0
1004400003,"202 1ST AVE",2003,14,2003,2,1,0,1
1004920005,"198 ELIZABETH ST",2003,14,2003,1,1,0,0
1004920007,"202 ELIZABETH ST",2003,14,2003,1,1,0,0
1005170041,"179 PRINCE ST",2003,14,2003,3,2,1,1
1005270086,"17 DOWNING ST",2003,14,2003,1,1,1,0
1005850046,"494 HUDSON ST",2003,34,2003,2,2,0,0
1007210007,"415 W 23RD ST",2003,14,2003,12,2,1,0
1007400010,"347 W 16TH ST",2003,34,2003,1,1,1,0
1007400011,"345 W 16TH ST",2003,34,2003,3,2,1,0
1007400047,"328 W 17TH ST",2003,14,2003,1,1,0,0
1007680077,"274 TO 276 W 19TH ST",2003,34,2003,4,3,3,0
1008860031,"133 TO 135 E 30TH ST",2003,14,2003,4,3,3,1
1008860062,"171 TO 177 LEXINGTON AVE",2003,14,2003,2,2,2,0
1009020020,"229 TO 231 E 21ST ST",2003,14,2003,2,1,0,1
1009020030,"245 E 21ST ST",2003,14,2003,2,2,1,0
1010320101,"355 W 41ST ST",2003,14,2003,1,1,0,0
1010780055,"544 W 50TH ST",2003,14,2003,1,1,1,0
1011950060,"72 W 82ND ST",2003,14,2003,1,1,0,0
1011960007,"55 W 82ND ST",2003,14,2003,1,1,1,0
1012130060,"166 W 83RD ST",2003,14,2003,2,2,2,0
1013510022,"351 E 58TH ST",2003,14,2003,1,1,0,0
1013510120,"347 E 58TH ST",2003,14,2003,2,2,1,0
1014400018,"339 E 65TH ST",2003,14,2003,4,2,1,1
1015270035,"222 E 82ND ST",2003,14,2003,1,1,0,0
1015510049,"302 E 89TH ST",2003,14,2003,1,1,0,0
1015820005,"515 E 85TH ST",2003,14,2003,1,1,1,0
1015850008,"515 E 88TH ST",2003,14,2003,1,1,1,0
1016290062,"120 E 102ND ST",2003,14,2003,1,1,1,0
1016310056,"1642 LEXINGTON AVE",2003,14,2003,1,1,1,0
1016610017,"235 E 111TH ST",2003,14,2003,2,1,1,1
1016650033,"238 E 116TH ST",2003,14,2003,2,2,2,0
1016650034,"234 TO 236 E 116TH ST",2003,14,2003,1,1,1,0
1016670016,"231 E 117TH ST",2003,14,2003,1,1,1,0
1016670018,"235 E 117TH ST",2003,14,2003,1,1,0,0
1018820051,"528 W 111TH ST",2003,14,2003,1,1,0,0
1018890027,"318 W 101ST ST",2003,14,2003,1,1,1,0
1019930106,"186 CLAREMONT AVE",2003,14,2003,2,2,1,0
1019930107,"184 CLAREMONT AVE",2003,14,2003,2,2,0,0
1020020073,"627 TO 629 W 136TH ST",2003,34,2003,3,3,0,0
1020830058,"584 W 152ND ST",2003,14,2003,2,1,0,0
1020860049,"636 TO 638 W 138TH ST",2003,14,2003,1,1,1,0
1020900036,"600 W 144TH ST",2003,14,2003,1,1,1,0
1021610040,"560 TO 568 AUDUBON AVE",2003,14,2003,1,1,1,0
1021740119,"97 TO 105 ELLWOOD ST",2003,14,2003,1,1,1,0
1021800200,"729 W 186TH ST",2003,14,2003,1,1,1,0
1022210011,"165 SHERMAN AVE",2003,14,2003,1,1,0,0
1022270029,"232 SHERMAN AVE",2003,14,2003,2,2,1,0
1022400013,"133 SEAMAN AVE",2003,14,2003,1,1,0,0
3002650006,"59 LIVINGSTON ST",2003,14,2003,3,3,0,0
3009520060,"695 UNION ST",2003,14,2003,3,3,2,0
3009530064,"767 UNION ST",2003,14,2003,2,2,0,0
3009740073,"303 3RD ST",2003,34,2003,1,1,0,0
3010060020,"374 8TH ST",2003,14,2003,3,3,3,0
3010850040,"101 PROSPECT PARK W",2003,14,2003,3,2,2,1
3011730060,"417 SAINT JOHNS PL",2003,14,2003,2,2,1,0
3011810036,"303 TO 307 EASTERN PKWY",2003,14,2003,1,1,1,0
3011870044,"1004 UNION ST",2003,14,2003,1,1,1,0
3012150032,"1400 DEAN ST",2003,14,2003,2,1,1,1
3012410037,"218 NEW YORK AVE",2003,14,2003,1,1,1,0
3012480051,"891 SAINT JOHNS PL",2003,14,2003,2,1,0,0
3012720025,"836 EASTERN PKWY",2003,14,2003,1,1,1,0
3013990020,"1330 EASTERN PKWY",2003,34,2003,3,2,1,1
3013990024,"1334 EASTERN PKWY",2003,34,2003,2,1,1,1
3014060037,"1548 PRESIDENT ST",2003,14,2003,2,2,0,0
3014090001,"1651 TO 1659 CARROLL ST",2003,14,2003,1,1,1,0
3015430049,"10 SACKMAN ST",2003,14,2003,1,1,0,0
3039080005,"444 JAMAICA AVE",2003,14,2003,1,1,0,0
3046300001,"1068 WINTHROP ST",2003,14,2003,1,1,0,0
3046680020,"376 E 94TH ST",2003,14,2003,1,1,1,0
3048530090,"287 LINDEN BLVD",2003,14,2003,2,2,2,0
3048550001,"363 LINDEN BLVD",2003,14,2003,1,1,1,0
3048860032,"3213 SNYDER AVE",2003,14,2003,3,3,1,0
3049470031,"360 E 31ST ST",2003,14,2003,3,2,2,1
3049470035,"370 E 31ST ST",2003,14,2003,1,1,1,0
3050480021,"32 WINTHROP ST",2003,14,2003,1,1,0,0
3050480023,"38 WINTHROP ST",2003,14,2003,1,1,0,0
3050480028,"48 WINTHROP ST",2003,14,2003,1,1,0,0
3050480094,"253 PARKSIDE AVE",2003,14,2003,1,1,0,0
3050580024,"40 WOODRUFF AVE",2003,14,2003,1,1,1,0
3050580040,"48 SAINT PAULS PL",2003,14,2003,1,1,1,0
3050600039,"68 SAINT PAULS PL",2003,14,2003,1,1,0,0
3050810052,"499 OCEAN AVE",2003,14,2003,2,2,2,0
3050880035,"238 TO 240 LINDEN BLVD",2003,14,2003,1,1,1,0
3050990134,"43 TO 45 TENNIS CT",2003,14,2003,1,1,1,0
3051590047,"415 E 16TH ST",2003,14,2003,2,1,1,0
3052370028,"628 E 17TH ST",2003,14,2003,1,1,0,0
3053370007,"414 ALBEMARLE RD",2003,14,2003,1,1,0,0
3053850010,"124 CORTELYOU RD",2003,14,2003,1,1,1,0
3054220019,"84 LAWRENCE AVE",2003,14,2003,1,1,0,0
3055390034,"1748 63RD ST",2003,14,2003,1,1,1,0
3058810038,"15 MACKAY PL",2003,14,2003,1,1,0,0
3059910010,"608 80TH ST",2003,14,2003,3,1,0,2
3059910012,"614 80TH ST",2003,14,2003,1,1,0,0
3062380039,"1865 77TH ST",2003,14,2003,1,1,1,0
3064630012,"241 BAY 17TH ST",2003,14,2003,4,2,1,1
3067060020,"950 E 14TH ST",2003,14,2003,3,2,1,0
3067160075,"1025 E 14TH ST",2003,14,2003,1,1,0,0
3067660018,"2000 OCEAN AVE",2003,14,2003,1,1,1,0
4001340029,"41-06 50TH ST",2003,14,2003,2,1,0,0
4001400025,"43-01 TO 43-05 47TH ST",2003,14,2003,2,2,2,0
4001530012,"45-35 46TH ST",2003,14,2003,1,1,1,0
4001580038,"41-42 TO 41-44 44TH ST",2003,14,2003,3,3,1,0
4012900025,"37-42 TO 37-46 80TH ST",2003,14,2003,2,2,1,0
4012900054,"37-41 TO 37-45 79TH ST",2003,34,2003,4,3,3,0
4015080001,"42-05 LAYTON ST",2003,14,2003,2,2,2,0
4021370013,"103-26 TO 103-30 68TH AVE",2003,14,2003,1,1,1,0
4026350007,"54-16 FLUSHING AVE",2003,14,2003,1,1,1,0
4031690031,"9944 67TH RD",2003,14,2003,3,2,0,0
4034630006,"805 SENECA AVE",2003,14,2003,1,1,1,0
4049940070,"139-81 35TH AVE",2003,14,2003,1,1,1,0
4050040006,"35-17 146TH ST",2003,14,2003,1,1,1,0
4050040008,"35-15 146TH ST",2003,14,2003,1,1,1,0
4050150006,"37-15 PARSONS BLVD",2003,14,2003,2,1,0,0
4050240019,"144-20 38TH AVE",2003,14,2003,3,2,0,0
4052630010,"151-10 35TH AVE",2003,14,2003,2,2,2,0
4073420028,"46-11 215TH PL",2003,14,2003,1,1,1,0
4095700016,"104-28 117TH ST",2003,14,2003,1,1,0,0
4096970001,"150-01 TO 150-03 88TH AVE",2003,14,2003,1,1,1,0
4097110056,"141-48 TO 141-52 85TH RD",2003,14,2003,2,2,1,0
4107890279,"95-20 222ND ST",2003,14,2003,2,2,1,0
4116010001,"109-05 120TH ST",2003,14,2003,4,4,4,0
2024220026,"312 TO 320 E 163RD ST",2003,34,2003,1,1,0,0
2024760044,"955 WALTON AVE",2003,14,2003,4,2,2,2
2025320015,"1344 UNIVERSITY AVE",2003,14,2003,5,4,1,0
2025500001,"575 E 137TH ST",2003,14,2003,1,1,1,0
2026120053,"1253 FRANKLIN AVE",2003,14,2003,2,2,1,0
2028200035,"184 MOUNT EDEN PKWY",2003,14,2003,4,2,1,2
2028260076,"1820 MORRIS AVE",2003,14,2003,2,1,1,0
2030050077,"1950 BRYANT AVE",2003,14,2003,2,2,0,0
2030580019,"502 E 189TH ST",2003,14,2003,1,1,0,0
2031520001,"2376 RYER AVE",2003,14,2003,1,1,0,0
2032940002,"265 E 194TH ST",2003,14,2003,3,2,2,1
2033010092,"2773 BRIGGS AVE",2003,14,2003,6,2,1,3
2033560120,"3502 HULL AVE",2003,14,2003,1,1,0,0
2038750036,"1354 COMMONWEALTH AVE",2003,14,2003,4,4,2,0
2059120001,"4705 HENRY HUDSON PKWY",2003,14,2003,1,1,1,0
1003540014,"125 STANTON ST",2004,14,2004,1,1,0,0
1003720039,"11 TO 13 AVENUE D",2004,14,2004,1,1,0,0
1003980061,"156 E 2ND ST",2004,14,2004,3,3,3,0
1004130049,"75 ORCHARD ST",2004,14,2004,2,2,0,0
1004360009,"406 TO 408 E 9TH ST",2004,14,2004,1,1,1,0
1004680044,"235 E 12TH ST",2004,34,2004,3,3,3,0
1005640001,"31 E 12TH ST",2004,14,2004,2,1,0,1
1005880018,"42 GROVE ST",2004,14,2004,2,2,1,0
1006110001,"233 W 4TH ST",2004,34,2004,3,3,2,0
1006120029,"152 7TH AVE S",2004,34,2004,3,3,2,0
1006200059,"74 CHARLES ST",2004,14,2004,4,4,4,0
1007700075,"264 W 21ST ST",2004,14,2004,1,1,1,0
1007960007,"147 TO 155 W 20TH ST",2004,14,2004,1,1,1,0
1007960067,"150 W 21ST ST",2004,34,2004,2,2,2,0
1008180008,"51 W 16TH ST",2004,34,2004,3,3,2,0
1008280063,"26 W 27TH ST",2004,14,2004,2,2,2,0
1008670048,"30 E 38TH ST",2004,14,2004,2,2,2,0
1008720071,"110 E 17TH ST",2004,14,2004,1,1,0,0
1008720072,"108 E 17TH ST",2004,14,2004,1,1,1,0
1008720074,"104 E 17TH ST",2004,14,2004,2,2,1,0
1008820038,"151 E 26TH ST",2004,14,2004,1,1,0,0
1009090019,"237 E 28TH ST",2004,14,2004,1,1,1,0
1010230002,"854 8TH AVE",2004,14,2004,4,2,0,2
1010550047,"424 W 46TH ST",2004,14,2004,1,1,0,0
1010860031,"881 10TH AVE",2004,34,2004,5,4,1,0
1011690057,"250 W 78TH ST",2004,34,2004,3,3,2,0
1012030117,"39 W 89TH ST",2004,34,2004,2,2,2,0
1012080029,"350 CENTRAL PARK W",2004,14,2004,2,2,0,0
1012110056,"166 TO 170 W 81ST ST",2004,14,2004,1,1,0,0
1012450039,"326 W 83RD ST",2004,14,2004,1,1,0,0
1012500040,"304 W 89TH ST",2004,14,2004,1,1,0,0
1013320019,"239 E 58TH ST",2004,14,2004,1,1,0,0
1014310008,"213 TO 215 E 76TH ST",2004,14,2004,1,1,0,0
1014510047,"304 E 77TH ST",2004,34,2004,1,1,0,0
1015100046,"162 TO 164 E 82ND ST",2004,14,2004,1,1,1,0
1015190064,"116 E 91ST ST",2004,14,2004,1,1,0,0
1015350020,"233 E 89TH ST",2004,14,2004,2,2,1,0
1015560008,"311 E 93RD ST",2004,14,2004,1,1,1,0
1015610014,"421 E 81ST ST",2004,14,2004,2,2,0,0
1015610015,"423 E 81ST ST",2004,14,2004,1,1,0,0
1015760049,"1510 YORK AVE",2004,14,2004,3,2,2,1
1015780032,"548 E 82ND ST",2004,14,2004,1,1,1,0
1016600031,"238 E 111TH ST",2004,14,2004,1,1,1,0
1016610016,"233 E 111TH ST",2004,14,2004,1,1,1,0
1016750043,"322 E 104TH ST",2004,14,2004,1,1,1,0
1016750148,"302 E 104TH ST",2004,14,2004,1,1,1,0
1017960024,"355 E 119TH ST",2004,14,2004,1,1,1,0
1019440053,"348 W 118TH ST",2004,14,2004,2,2,2,0
1019440055,"352 W 118TH ST",2004,14,2004,2,2,2,0
1019660039,"465 W 125TH ST",2004,34,2004,1,1,0,0
1020020075,"623 TO 625 W 136TH ST",2004,14,2004,3,3,0,0
1020740049,"516 TO 518 W 143RD ST",2004,14,2004,2,1,1,0
1020970014,"730 RIVERSIDE DR",2004,14,2004,4,1,1,1
1020970027,"3647 BROADWAY",2004,14,2004,4,3,3,0
1020970034,"3657 BROADWAY",2004,14,2004,2,2,2,0
1021080033,"473 W 158TH ST",2004,14,2004,1,1,0,0
1021300023,"563 W 173RD ST",2004,14,2004,2,1,0,1
1021360102,"665 W 160TH ST",2004,14,2004,1,1,1,0
1021370046,"66 TO 72 FORT WASHINGTON AVE",2004,14,2004,6,5,0,1
1021380187,"647 W 169TH ST",2004,14,2004,1,1,1,0
1021390542,"835 W 176TH ST",2004,14,2004,2,2,2,0
1021420090,"286 FORT WASHINGTON AVE",2004,14,2004,1,1,0,0
1021570033,"569 W 185TH ST",2004,14,2004,1,1,1,0
1021590077,"510 W 190TH ST",2004,14,2004,1,1,1,0
1021690053,"601 W 190TH ST",2004,14,2004,4,1,1,3
1021730023,"137 NAGLE AVE",2004,14,2004,1,1,0,0
1021740086,"114 NAGLE AVE",2004,14,2004,1,1,0,0
1022150237,"104 TERRACE VIEW AVE",2004,14,2004,1,1,1,0
1022240025,"610 TO 616 ACADEMY ST",2004,14,2004,4,2,1,2
1022250023,"608 W 204TH ST",2004,14,2004,1,1,1,0
1022340039,"64 VERMILYEA AVE",2004,14,2004,1,1,0,0
1022390005,"73 TO 75 SEAMAN AVE",2004,14,2004,2,2,2,0
3002660012,"85 LIVINGSTON ST",2004,14,2004,2,1,0,1
3007450059,"259 46TH ST",2004,14,2004,1,1,0,0
3009250021,"838 42ND ST",2004,14,2004,1,1,1,0
3009250024,"844 42ND ST",2004,14,2004,1,1,1,0
3009530006,"195 5TH AVE",2004,14,2004,1,1,0,0
3010890019,"566 7TH ST",2004,14,2004,1,1,1,0
3010930001,"911 8TH AVE",2004,14,2004,2,2,2,0
3011060005,"1 PROSPECT PARK SW",2004,14,2004,2,2,2,0
3012280007,"780 SAINT MARKS AVE",2004,14,2004,3,3,3,0
3012660022,"368 EASTERN PKWY",2004,14,2004,2,2,1,0
3013950063,"1647 UNION ST",2004,14,2004,1,1,1,0
3019600038,"400 CLINTON AVE",2004,14,2004,2,1,1,1
3020890002,"208 WASHINGTON PARK",2004,14,2004,2,2,2,0
3024430026,"370 TO 372 BEDFORD AVE",2004,14,2004,2,2,1,0
3025220040,"158 GREEN ST",2004,14,2004,1,1,1,0
3025310027,"163 FRANKLIN ST",2004,14,2004,1,1,0,0
3037030023,"144 TO 146 PENNSYLVANIA AVE",2004,14,2004,1,1,1,0
3046670001,"9201 KINGS HWY",2004,14,2004,3,3,3,0
3048910006,"250 E 38TH ST",2004,14,2004,3,3,3,0
3050240063,"526 FLATBUSH AVE",2004,14,2004,1,1,1,0
3050480026,"44 WINTHROP ST",2004,14,2004,1,1,0,0
3050590052,"89 CROOKE AVE",2004,14,2004,1,1,0,0
3050820084,"111 E 21ST ST",2004,14,2004,1,1,1,0
3050830032,"50 LENOX RD",2004,14,2004,1,1,1,0
3052200050,"662 E 21ST ST",2004,14,2004,1,1,1,0
3053050051,"36 TO 58 DAHILL RD",2004,14,2004,1,1,1,0
3054050028,"654 TO 656 DAHILL RD",2004,14,2004,1,1,1,0
3054230049,"716 OCEAN PKWY",2004,14,2004,1,1,1,0
3056130041,"4514 10TH AVE",2004,14,2004,1,1,1,0
3060240047,"279 85TH ST",2004,14,2004,1,1,1,0
3061570036,"1472 BAY RIDGE AVE",2004,14,2004,2,2,0,0
3063700032,"45 BAY 19TH ST",2004,14,2004,1,1,1,0
3063730017,"73 TO 79 BAY 22ND ST",2004,14,2004,3,3,2,0
3064400039,"178 BAY 23RD ST",2004,14,2004,1,1,0,0
3067420030,"1360 E 14TH ST",2004,14,2004,2,2,1,0
3073570001,"4190 BEDFORD AVE",2004,14,2004,3,3,3,0
3087650019,"3232 SHORE PKWY",2004,14,2004,5,4,3,0
3088050134,"2815 COYLE ST",2004,14,2004,4,3,3,0
4001390031,"43-22 49TH ST",2004,14,2004,1,1,0,0
4001900043,"43-40 40TH ST",2004,14,2004,1,1,1,0
4005780006,"25-21 TO 25-23 31ST AVE",2004,14,2004,1,1,1,0
4005880018,"31-49 29TH ST",2004,14,2004,1,1,1,0
4006270030,"28-30 34TH ST",2004,14,2004,2,2,0,0
4008690040,"21-24 CRESCENT ST",2004,14,2004,1,1,1,0
4008690049,"21-46 CRESCENT ST",2004,14,2004,1,1,1,0
4011770001,"32-05 81ST ST",2004,14,2004,2,2,0,0
4012940029,"61-25 WOODSIDE AVE",2004,14,2004,1,1,1,0
4014440006,"34-02 TO 34-10 84TH ST",2004,14,2004,3,2,1,1
4015580026,"42-42 ITHACA ST",2004,14,2004,1,1,1,0
4015870001,"40-69 94TH ST",2004,14,2004,1,1,0,0
4017130033,"33-54 99TH ST",2004,14,2004,5,4,4,1
4019180055,"96-08 57TH AVE",2004,14,2004,4,4,3,0
4019180072,"98-32 57TH AVE",2004,14,2004,4,4,3,0
4019180075,"98-40 57TH AVE",2004,14,2004,4,2,1,2
4021570015,"67-66 108TH ST",2004,14,2004,1,1,0,0
4022380019,"72-72 112TH ST",2004,14,2004,1,1,0,0
4032920036,"110-07 73RD RD",2004,14,2004,1,1,0,0
4035480017,"16-18 JEFFERSON AVE",2004,14,2004,1,1,1,0
4041570002,"19-10 PARSONS BLVD",2004,14,2004,2,2,1,0
4050150008,"144-04 TO 144-06 37TH AVE",2004,14,2004,1,1,1,0
4051450001,"44-35 COLDEN ST",2004,14,2004,6,6,6,0
4051460026,"137-20 45TH AVE",2004,14,2004,6,6,5,0
4092660042,"85-31 120TH ST",2004,14,2004,1,1,0,0
4097620039,"88-22 PARSONS BLVD",2004,14,2004,1,1,1,0
4097640082,"88-44 161ST ST",2004,14,2004,1,1,1,0
4116020001,"121-06 109TH AVE",2004,14,2004,1,1,0,0
4155840004,"631 BEACH 9TH ST",2004,14,2004,2,2,2,0
4157710071,"22-04 COLLIER AVE",2004,14,2004,4,4,3,0
4161770001,"107-10 SHORE FRONT PKWY",2004,14,2004,3,2,1,1
4161770035,"106-20 SHORE FRONT PKWY",2004,14,2004,2,2,1,0
4161770055,"1 BEACH 105TH ST",2004,14,2004,2,2,1,0
5002400003,"937 VICTORY BLVD",2004,14,2004,1,1,0,0
5002400016,"961 VICTORY BLVD",2004,14,2004,1,1,1,0
2024730043,"735 WALTON AVE",2004,14,2004,2,2,1,0
2024730048,"721 WALTON AVE",2004,14,2004,2,2,2,0
2025500003,"214 SAINT ANNS AVE",2004,14,2004,1,1,1,0
2026830094,"643 SOUTHERN BLVD",2004,14,2004,1,1,1,0
2027990035,"1775 CLAY AVE",2004,14,2004,2,2,1,0
2028210061,"1551 SHERIDAN AVE",2004,14,2004,3,3,1,0
2028760163,"1678 NELSON AVE",2004,14,2004,1,1,1,0
2030580042,"495 E 188TH ST",2004,14,2004,1,1,0,0
2032250103,"2318 LORING PL N",2004,14,2004,2,2,1,0
2032870001,"301 E 193RD ST",2004,34,2004,1,1,0,0
2032930056,"2605 BAINBRIDGE AVE",2004,14,2004,1,1,1,0
2033520045,"3371 TO 3373 DECATUR AVE",2004,14,2004,5,5,4,0
2033750059,"283 E 234TH ST",2004,14,2004,2,2,2,0
2037770040,"1265 MORRISON AVE",2004,14,2004,1,1,0,0
2041990037,"3100 ARNOW PL",2004,14,2004,1,1,0,0
2045700037,"3035 WALLACE AVE",2004,14,2004,1,1,0,0
2059060331,"3720 INDEPENDENCE AVE",2004,14,2004,2,1,1,1
2059500406,"5410 TO 5450 NETHERLAND AVE",2004,14,2004,5,3,3,0
1003550046,"184 NORFOLK ST",2005,14,2005,2,1,0,1
1003980015,"170 E 3RD ST",2005,14,2005,1,1,0,0
1004150078,"80 DELANCEY ST",2005,14,2005,1,1,0,0
1004430035,"21 1ST AVE",2005,14,2005,3,3,2,0
1004540024,"332 TO 336 E 13TH ST",2005,14,2005,1,1,1,0
1005840037,"63 BEDFORD ST",2005,34,2005,3,3,2,0
1006180060,"241 W 13TH ST",2005,14,2005,1,1,1,0
1006300006,"659 WASHINGTON ST",2005,14,2005,1,1,1,0
1007380001,"48 9TH AVE",2005,14,2005,1,1,0,0
1007440001,"365 W 20TH ST",2005,14,2005,1,1,0,0
1008180017,"33 W 16TH ST",2005,34,2005,3,3,3,0
1008640041,"16 PARK AVE",2005,14,2005,3,3,1,0
1012350061,"574 W END AVE",2005,14,2005,2,2,1,0
1012400010,"251 W 92ND ST",2005,14,2005,2,2,0,0
1013430031,"352 E 51ST ST",2005,14,2005,1,1,1,0
1014410031,"342 E 67TH ST",2005,34,2005,3,2,1,1
1014440041,"316 E 70TH ST",2005,14,2005,2,1,1,1
1014530009,"313 E 78TH ST",2005,14,2005,1,1,1,0
1014730021,"447 E 78TH ST",2005,14,2005,2,2,2,0
1014730121,"449 E 78TH ST",2005,14,2005,1,1,1,0
1016300072,"102 TO 104 E 103RD ST",2005,14,2005,1,1,1,0
1016380015,"137 E 110TH ST",2005,14,2005,1,1,1,0
1016430059,"124 E 116TH ST",2005,14,2005,3,2,2,0
1018920013,"945 W END AVE",2005,14,2005,1,1,0,0
1020910032,"601 W 144TH ST",2005,14,2005,1,1,1,0
1021090007,"442 W 160TH ST",2005,14,2005,1,1,1,0
1021160052,"527 W 157TH ST",2005,14,2005,2,2,2,0
1021180007,"564 W 160TH ST",2005,14,2005,4,3,3,1
1021220110,"548 W 164TH ST",2005,34,2005,7,6,5,1
1021420038,"656 W 171ST ST",2005,14,2005,2,1,0,1
1021420130,"629 TO 639 W 173RD ST",2005,14,2005,5,5,4,0
1021420136,"636 W 174TH ST",2005,14,2005,4,3,3,1
1021660048,"1505 SAINT NICHOLAS AVE",2005,14,2005,1,1,0,0
1021680070,"602 W 190TH ST",2005,14,2005,3,3,2,0
1021740088,"112 NAGLE AVE",2005,14,2005,2,2,1,0
1021760026,"705 W 179TH ST",2005,14,2005,2,1,0,1
1021800039,"590 FORT WASHINGTON AVE",2005,14,2005,2,2,0,0
1022500080,"254 SEAMAN AVE",2005,14,2005,1,1,0,0
3007490005,"4509 6TH AVE",2005,14,2005,1,1,1,0
3008540015,"322 58TH ST",2005,14,2005,1,1,0,0
3009450069,"111 SAINT JOHNS PL",2005,14,2005,2,2,2,0
3009690036,"298 1ST ST",2005,14,2005,3,3,1,0
3009820062,"333 4TH ST",2005,14,2005,1,1,1,0
3011730050,"794 WASHINGTON AVE",2005,14,2005,2,2,0,0
3011730051,"798 WASHINGTON AVE",2005,14,2005,2,1,0,1
3012200078,"705 SAINT MARKS AVE",2005,14,2005,1,1,1,0
3012280060,"925 PROSPECT PL",2005,14,2005,2,2,1,0
3012690020,"576 EASTERN PKWY",2005,14,2005,1,1,1,0
3012760038,"320 NEW YORK AVE",2005,14,2005,3,1,0,2
3012760040,"322 NEW YORK AVE",2005,14,2005,2,1,1,1
3012800044,"1610 BEDFORD AVE",2005,14,2005,1,1,1,0
3012960028,"250 TO 270 CROWN ST",2005,14,2005,2,2,2,0
3013150045,"291 TO 301 STERLING ST",2005,14,2005,1,1,1,0
3013650085,"1255 PARK PL",2005,14,2005,2,2,2,0
3014010043,"312 SCHENECTADY AVE",2005,14,2005,2,2,1,0
3018650047,"84 HERKIMER ST",2005,14,2005,1,1,0,0
3022050034,"173 TO 175 HEWES ST",2005,14,2005,1,1,1,0
3037030025,"148 PENNSYLVANIA AVE",2005,14,2005,1,1,0,0
3050820079,"115 E 21ST ST",2005,14,2005,2,1,0,1
3050870017,"100 LINDEN BLVD",2005,14,2005,2,2,1,0
3054080031,"780 E 2ND ST",2005,14,2005,3,2,1,1
3056190047,"973 47TH ST",2005,14,2005,1,1,1,0
3057760030,"1462 OVINGTON AVE",2005,14,2005,2,2,0,0
3060830052,"55 92ND ST",2005,14,2005,3,3,2,0
3061100014,"179 GELSTON AVE",2005,14,2005,2,1,0,1
3063730012,"81 TO 91 BAY 22ND ST",2005,14,2005,3,3,3,0
3065310006,"1014 AVENUE J",2005,14,2005,1,1,1,0
3065710023,"1340 E 9TH ST",2005,14,2005,3,3,3,0
3066000008,"1502 W 6TH ST",2005,14,2005,1,1,1,0
3076170025,"1145 E 35TH ST",2005,14,2005,2,2,2,0
4001280073,"39-89 51ST ST",2005,14,2005,2,2,2,0
4001710027,"44-14 47TH AVE",2005,14,2005,11,10,10,1
4001950001,"45-54 39TH PL",2005,14,2005,1,1,0,0
4006250031,"30-35 33RD ST",2005,14,2005,1,1,1,0
4006250033,"30-33 33RD ST",2005,14,2005,1,1,0,0
4008690037,"21-14 CRESCENT ST",2005,14,2005,2,2,1,0
4012650033,"78-11 35TH AVE",2005,14,2005,1,1,0,0
4012910020,"37-30 81ST ST",2005,14,2005,3,2,2,1
4012910025,"37-40 81ST ST",2005,14,2005,3,2,2,1
4015970048,"41-05 95TH ST",2005,14,2005,2,1,1,1
4017700081,"103-18 39TH AVE",2005,14,2005,1,1,1,0
4019180062,"97-22 57TH AVE",2005,14,2005,3,3,2,0
4019180110,"97-07 HORACE HARDING EXPY",2005,14,2005,3,3,2,0
4034590037,"1827 MADISON ST",2005,14,2005,2,2,0,0
4034710012,"1864 MADISON ST",2005,14,2005,2,2,1,0
4051010022,"132-40 SANFORD AVE",2005,14,2005,2,1,1,0
4052950030,"36-23 168TH ST",2005,14,2005,1,1,1,0
4053860020,"42-70 156TH ST",2005,14,2005,1,1,1,0
4068520011,"78-40 164TH ST",2005,14,2005,1,1,0,0
4096740007,"89-15 144TH ST",2005,14,2005,2,2,1,0
2024610035,"909 SHERIDAN AVE",2005,14,2005,1,1,0,0
2025810011,"520 WALES AVE",2005,14,2005,2,2,1,0
2028720054,"1400 JESUP AVE",2005,14,2005,1,1,1,0
2031490111,"2085 VALENTINE AVE",2005,14,2005,3,3,0,0
2031530037,"2463 VALENTINE AVE",2005,14,2005,2,2,1,0
2032000016,"6 W 190TH ST",2005,14,2005,1,1,1,0
2032500140,"2845 UNIVERSITY AVE",2005,14,2005,3,3,3,0
2032780054,"395 E 197TH ST",2005,14,2005,1,1,1,0
2033130040,"116 E MOSHOLU PKWY S",2005,14,2005,1,1,1,0
2033280082,"3540 ROCHAMBEAU AVE",2005,14,2005,2,2,1,0
2042340052,"1921 HOBART AVE",2005,14,2005,1,1,1,0
2042900008,"801 TO 811 NEILL AVE",2005,14,2005,2,2,0,0
2047210017,"3436 TO 3458 FENTON AVE",2005,34,2005,3,3,3,0
